text,label
he lives in a motor garage with his six friends .,0
simon is an angel who shows jordan a clear oath .,0
"a different and emotionally reserved type of survival story -- a film less about refracting all of world war ii through the specific conditions of one man , and more about that man lost in its midst .",1
"a photographic marvel of sorts , and it's certainly an invaluable record of that special fishy community .",1
"franco agonizaba y el pr&#237 ; ncipe , jefe de estado en funciones , se encontraba en una posici&#243 ; n dif&#237 ; cil para afrontar un problema fundamental .",0
the cumulative effect of the relentless horror on parade numbs the movie's power as a work of drama .,1
ice age posits a heretofore unfathomable question : is it possible for computer-generated characters to go through the motions ?,1
this lively klasky csupo production is a convincing amplification of the popular nickelodeon series .,1
". . . a vast adventure that bristles with romance , action and heroism .",1
"on this morning , johnny wakes to his mother's accusations that he has botched a simple scam , leaving them without enough money to payoff their inside man .",0
"it's a hoot watching the rock chomp on jumbo ants , pull an arrow out of his back , and leap unscathed through raging fire !",1
"the film also features the hawaii-born superstars of professional sumo : konishiki , jesse "" takamiyama "" kuhaulua , and akebono ( the first non-japanese to reach the exalted rank of yokozuna , or grand champion ) .",0
"she is a very sweet girl , and they get along quite well with her .",0
"after taking a look at the people around her and examining her life's choices , lucy decides that it would be unfair to give up this baby just because she didn't do what she wanted to with her own life .",0
"in 1931 , in chicago , michael sullivan ( tom hanks ) , a hit man working for john rooney ( paul newman ) , and irish mob boss , faces a dilemma when what he does his witnessed by his twelve-year-old son .",0
the worst pain for him is the next 5 minutes of living .,0
"with billy badly wounded , hotly pursued by a determined sheriff , the gang makes an unexpected and unwelcome visit .",0
"and while ingrid's gift is to give astrid the power to survive , astrid's gift is to teach her mother about love .",0
this is peter's story ; an 18 year old boy who takes a journey through a conservative southern all-male university in order to discover himself .,0
a young boy is devastated when the planned vacation with his father is cancelled due to an emergency salvage mission at a remote canadian lake .,0
the husband meets a man who knows what to do with his sexuality .,0
"belleza , magia , poder , amor , misterio , y gran gran música y visuales . . . ¿qué más se puede pedir ? . . .",1
"discarded and forgotten , pete williams is living out his days in an old soldiers home in galveston , texas .",0
"after loosing his wife and kids , his life encounters another pitfall when mitch's accounting client , donny diamond ( john capadice ) , a former pro-football player , accuses mitch of embezzelment and hires a couple of thugs to murder him .",0
craig and day day have finally moved out of their parents houses and into their own crib .,0
"writer/director burr steers knows how to show irony , the trouble with kids , and new yorkers taking casual sex for granted .",1
"depressive , slow , darkly funny , unyielding in its formal rigor , and unsettlingly beautiful .",1
this harrowing journey into combat hell vividly captures the chaotic insanity and personal tragedies that are all too abundant when human hatred spews forth unchecked .,1
"amerika , zed and kyle are good friends until the excitingly undermedicated bitch goddess trasha enters the frame , cutting kyle off from his friends and their vacuous and unencumbered world of beer and porn .",0
"after a dream of a horrific car crash , kimberly helps save several people and causes another rift in death's design , but this time its different , since alex walked off the plane death's design did not only affect the survivors of flight 180 , but every single person they've come in contact with , now how will they stop it ?",0
"like being invited to a classy dinner soiree and not knowing anyone . you leave the same way you came -- a few tasty morsels under your belt , but no new friends .",1
"whe he misses a dose of prozium , a mind-altering drug that hinders emotion , preston , who has been trained to enforce the strict laws of the new regime , suddenly becomes the only person capable of overthrowing it .",0
a visual spectacle full of stunning images and effects .,1
"no ten&#237 ; a que enfrentarse con la estrategia y potencia de un ej&#233 ; rcito enemigo , sino con el jolgorio de grandes masas que invadir&#237 ; an el territorio con panderetas , risotadas e histeria .",0
"as he struggles to achieve social success , he discovers his darker side .",0
"a perfectly respectable , perfectly inoffensive , easily forgettable film .",1
evokes a little of the fear that parents have for the possible futures of their children--and the sometimes bad choices mothers and fathers make in the interests of doing them good .,1
if you open yourself up to mr . reggio's theory of this imagery as the movie's set . . . it can impart an almost visceral sense of dislocation and change .,1
"if not , then catch an episode of the new reality series the jedi hunter , as the now australian boba fett crosses the galaxy capturing and eliminating jedi , along with his companion terri fett .",0
"desperate to help his son , scott heads back home , leaving a substitute claus to watch over things at the pole .",0
"in the pianist , polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way .",1
"what the movie lacks in action it more than makes up for in drama , suspense , revenge , and romance .",1
they embark upon a strange and enlightening journey through war torn bosnia .,0
"challenges of love , aptitude , and character are presented and won with fun and intensity while our rambunctious housemates grow emotionally , spiritually , and perhaps a bit more tipsy .",0
"he has all the kit but none of the skill , and he's a laughing stock at school .",0
"at once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",1
"after steve's job opportunity in san francisco falls through , he comes up with a plan .",0
"will only satisfy those who can't tell the difference between the good , the bad and the ugly .",1
"the fictional film "" the dragon "" tells the story of how a young boy , who's master is killed by a group of thugs , grows up to avenge his teacher's murder .",0
this isn't a good movie ; this isn't a bad movie . this is a movie that dispenses with the whole good/bad paradigm and exists on its own plane of reality .,1
a whale of a good time for both children and parents seeking christian-themed fun .,1
his intelligence and unconventional attitude attract the attention of veteran walter burke ( al pacino ) who squires him through the agency's difficult training courses and helps him to quickly rise through the ranks .,0
"has the kitsch appeal of a farm implement on a restaurant wall , or an andy warhol mao poster : interesting , but not for its original purpose .",1
this is a story about the warm relationship between a little girl and her father despite the difficult conditions they have to live in .,0
"the orchestra player gets known to his neighbour , a gay man having also relationship troubles , and together they are trying hard to find a way how to go on with their lifes .",0
he retires from his dangerous job after his best pal kamandag was killed by a mysterious kidnapping syndicate leader .,0
"if you can push on through the slow spots , you'll be rewarded with some fine acting .",1
"when she decides to cancel her only holiday with tor and go on a self-development course with per instead , the passive bystander tor realises he's going to have to stand up and be a man .",0
labute's careful handling makes the material seem genuine rather than pandering .,1
"when he dumps her , the whole building turns on him .",0
"initially reluctant to help , daniel's conscience eventually gets the better of him .",0
"the film is to be produced by jules , melina's husband .",0
"it has the ability to offend and put off everyone , but it holds you with its outrageousness .",1
"nearly manages to be what "" blow "" couldn't - a perpetual night party that generates a sick fascination to the bitter end .",1
"an overblown clunker full of bad jokes , howling cliches and by-the-numbers action sequences .",1
"the story is set in a place called attic town , where the great syndicate robs and kills anyone who stands in their way .",0
"it is zuckerman who stumbles upon silk's secret and sets out to reconstruct the unknown biography of this eminent , upright man , esteemed as an educator for nearly all his life , and to understand how this ingeniously contrived life came unraveled .",0
an effective portrait of a life in stasis -- of the power of inertia to arrest development in a dead-end existence .,1
things get a little awkward when harry suffers a heart attack at the home of marin's mother erica ( keaton ) .,0
"to the degree that ivans xtc . works , it's thanks to huston's revelatory performance .",1
"in the partnership , israeli settlers arrange permits from the israeli military , allowing palestinians to work from the area k beach .",0
that the e-graveyard holds as many good ideas as bad is the cold comfort that chin's film serves up with style and empathy .,1
a surprisingly good-natured throwback to the '80s heyday of the body-switching genre .,1
"but though his tortillas are scrumptious , his enchiladas devine , isidor has never made a dime .",0
the corpse count ultimately overrides what little we learn along the way about vicarious redemption .,1
"angel presents events partly from the perspective of aurelie and christelle , and infuses the film with the sensibility of a particularly nightmarish fairytale .",1
"mitch is left for dead in the desert--or so they think--rescued and nursed back to health by a gorgeous women named , angela rose ( nicole austin ) .",0
will raja be able to convince the doctor and munnabhai about his love ?,0
"so we got ten little indians meets friday the 13th by way of clean and sober , filmed on the set of carpenter's the thing and loaded with actors you're most likely to find on the next inevitable incarnation of the love boat .",1
"just like the deli sandwich : lots of ham , lots of cheese , with a sickly sweet coating to disguise its excrescence until just after ( or during ) consumption of its second half .",1
"muccino , who directed from his own screenplay , is a canny crowd pleaser , and the last kiss . . . provides more than enough sentimental catharsis for a satisfying evening at the multiplex .",1
the 50-something lovebirds are too immature and unappealing to care about .,1
"rupi is typical aggressive trible girl , wildcat like manners and irrespective of free trible culture where sex before marriage is treated as part of education , nobody proposes to her knowing her love and devotion to kanna .",0
you might not buy the ideas . but you'll definitely want the t-shirt .,1
"sparkling , often hilarious romantic jealousy comedy . . . attal looks so much like a young robert deniro that it seems the film should instead be called 'my husband is travis bickle' .",1
"chris , an angry drug dealer , steps in and saves mitchell .",0
"what he doesn't know , however , is that syd has a tragic secret .",0
"despite the opulent lushness of every scene , the characters never seem to match the power of their surroundings .",1
he checks into a rehab clinic that specializes in treating law enforcement officials .,0
"both the film and nachtwey's photos hammer home the grim reality of the world's gutters and battlefields , and will make you question what 'news' really is .",1
anyone who can count to five ( the film's target market ? ) can see where this dumbed-down concoction is going .,1
"soon after , christin returns as a fierce ghost , and begins to kill all in her path at the hotel as a means for revenge .",0
"graças às interações entre seus personagens , o filme torna-se não apenas uma história divertida sobre uma curiosa perseguição , mas também um belo estudo de personagens .",1
"the film does a solid job of slowly , steadily building up to the climactic burst of violence .",1
the tone shifts abruptly from tense to celebratory to soppy .,1
"the killer's clues are a perversion of biblical punishments for sins : stoning , burning , decapitation .",0
anmol's greedy wife mona ( amrita arora ) forces him to meet vikrant in india and inform him about guru gulab and collect the prize money .,0
"chris columbus , the director , does a real wonderful job of being faithful to the story but also taking it into a cinematic era .",1
"this is , not to put too fine a point on it , a swashbuckler , a costume drama . if you love that old story form , you will be in old-fogy heaven , as it is nearly a perfect example of a genre that died out years ago .",1
"rayne johnson is a shrewd investment company assistant who turns a mob slaying into a golden opportunity for a new improved lifestyle , managing to outsmart the crooked cops who are very eager to see her disappear .",0
"the film is an homage to power , strength and individualism .",0
"his biggest customers are the yorkin family , and they seem to have everything in the world .",0
it's hard to know whether or not to recommend this film because for every thing it does right there's at least one and occasionally two things it gets ever so wrong .,1
you know you're in for a good ol' popcorn-munching time when the movie's tagline is a bad pun on the title of a piece of fine literature .,1
"when a shoulder injury ended his minor league pitching career twelve years ago , jim morris resorted to the next best thing : coaching .",0
kilo decides to learn how to prosper in the drug world and his new life as a dealer begins .,0
together they travel to england and meet up with chon lin to kill rathbone and get the imperial seal back .,0
captures a more realistic depiction of the effects of death on a family .,1
"she quickly makes friends with paul taylor , a witty mormon student filmmaker who finds jenny's ambitious dream to be the subject for his next film project .",0
at the last minute a cyber-friend arrives to join the battle .,0
"moved in his heart with the urgency to reach out for christ , he gets an idea to try and reach the masses in his city for jesus .",0
it's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,1
"how does it play a significant role in japanese culture , and why does it fascinate american youth ?",0
"we never truly come to care about the main characters and whether or not they'll wind up together , and michele's spiritual quest is neither amusing nor dramatic enough to sustain interest .",1
roger swanson is a hopelessly cynical advertising copywriter with a razor-sharp wit who believes he has mastered the art of manipulating women .,0
"based on the philip k . dick short story of the same name , it follows the lead character spencer olham's quest to regain his identity after being suspected as an alien android , in an future earth at war with aliens that use the androids as bombs to destroy their enemies homeworlds .",0
"with the help of his two brothers &#193 ; kos , a successful manager and sex maniac , and andr&#225 ; s , a poet and complete loser , he tries to make a good impression on the american and persuade him to finance the film project .",0
"this definitely delivers a remarkable mixture of explosive drama with wickedly ironical humor as you follow this eclectic story surrounding this tide-dyed , free spirited couple's showdown with a mysterious faberge' egg and a seedy , well-woven cast of criminals that will both trill and amuse .",0
"soon discovering that they're in a strange fourth dimension where our laws of physics don't apply , they have to unravel the secrets of the "" hypercube "" in order to survive . . .",0
"it may be an easy swipe to take , but this barbershop just doesn't make the cut .",1
"based on a true story about ryan dunn's ex girlfriend , and how she cheated on him all the time , with him and his friends always having to spy on her .",0
"the second trip took place in february 2002 in the city of herat now freed from the taliban and in the hunger stricken camp of maslakh , one of the largest in the world .",0
"as the years pass by , the aged patricia gets a visit by . . . francis .",0
"she finds out that the truth about both her parents is very revealing , shocking at times , but comes to terms with her past .",0
"good performances and a realistic , non-exploitive approach make paid in full worth seeing .",1
"with a romantic comedy plotline straight from the ages , this cinderella story doesn't have a single surprise up its sleeve . but it does somehow manage to get you under its spell .",1
the gang quickly grab the publics' allegiance by targeting members of our community we'd all like to see 'get nailed' .,0
overall very good for what it's trying to do .,1
"the "" easiest "" ( and most dangerous ) way to get it is working for some drug-dealers .",0
"there's really only one good idea in this movie , but the director runs with it and presents it with an unforgettable visual panache .",1
there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .,1
"dr . tess coleman ( jamie lee curtis ) and her fifteen-year-old daughter , anna ( lindsay lohan ) , are not getting along .",0
"a story of love and enchantment set in the coldest of winters , it explores the issues , dilemmas and barriers facing the lucky and unlucky in love in the 21st century , based on the novel of the same name by pullitzer prize-winning author carol shields .",0
"while hollywood ending has its share of belly laughs ( including a knockout of a closing line ) , the movie winds up feeling like a great missed opportunity .",1
"this causes duncan's father ( jenkins ) further grief , who doesn't understand his son's unusual mourning rituals .",0
"like coming into a long-running , well-written television series where you've missed the first half-dozen episodes and probably won't see the next six .",1
yet it was his little-known artistic pursuits before the war that honed his discerning eye .,0
"the script is a disaster , with cloying messages and irksome characters .",1
"turns out lonnie earl has a thing for candy , and when evidence of this starts to surface , things really start to heat up .",0
"while most films these days are about nothing , this film seems to be about everything that's plaguing the human spirit in a relentlessly globalizing world .",1
a haunting film about one of the great escapes of all time .,1
"there's an uneasy balance between the comedy and the drama that doesn't really fire on all levels , but it works on a few of them .",1
"this humbling little film , fueled by the light comedic work of zhao benshan and the delicate ways of dong jie , is just the sort for those moviegoers who complain that 'they don't make movies like they used to anymore . '",1
"77 minutes of pokemon may not last 4ever , it just seems like it does . my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it .",1
"behind the glitz , hollywood is sordid and disgusting . quelle surprise !",1
"throughout this time , their lives have been entwined with the fate of aboriginal people during times of war , disease and controversial government removalist policies .",0
"does paint some memorable images . . . , but makhmalbaf keeps her distance from the characters",1
"majandra delfino plays iris , the sheriff's little sister , and much to his dismay , david's love interest .",0
"a coming of age dramatic comedy dealing with the effect that two "" summers "" have on the lives of several teenagers .",0
"before his very eyes on the store tv monitor , he sees his pick come up as the winning numbers for $50-million !",0
moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,1
"while conquering the drug world , kilo falls in love with a local latina girl who quickly becomes pregnant .",0
"but coney island's finest its hot dog lady , rollercoaster operator , cotton candy vendor and performing freak have their own way of doing things .",0
"frustrated with the official investigation and haunted by the thought that the man responsible for murdering his family might never be brought to justice , brewer takes matters into his own hands and tracks his quarry ultimately to colombia .",0
"mnemosyne bears witness to the forces of destruction as well as of creation , revealing through art , the multi-dimensionality of women .",0
"the task of stopping them falls to young detective danny berdan , a man not afraid of bending rules to apprehend his prey .",0
"when she hears about her plan going awry , she collapses .",0
a master at being everybody but himself he reveals to his friend and confidant saiid ( isa totah ) the truth behind his struggles .,0
"in a final game , johnathan and his team have to fight for mere survival against their real opponent - their boss alexi petrovich .",0
the movie is virtually without context -- journalistic or historical . what's worse is that pelosi knows it .,1
"now finding the town run by the man behind the terrible act , slaughter teams up with the mysterious gunslinger savannah starr to try and rid the west of one of it's great evils .",0
. . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels .,1
"as charming , humorous and heimisch as its nomadic subjects .",1
"jim , stifler and finch return in the last american pie movie .",0
"danica mckellar plays a cheerleader named lacy who lives across the street from the boy , who is obsessed with her .",0
"an abusive and often intoxicated man , john rules the household , and though his attacks on steve result in emergency hospital visits , cheryl's loyalty is to her boyfriend .",0
"almost as offensive as "" freddy got fingered . """,1
"there's a disreputable air about the whole thing , and that's what makes it irresistible .",1
"this is unusual , food-for-thought cinema that's as entertaining as it is instructive .",1
""" confessions of a dangerous mind "" is the story of a legendary showman's double life - television producer by day , cia assassin by night .",0
the symbols float like butterflies and the spinning styx sting like bees . i wanted more .,1
"when the predatory couple manipulates a "" legal "" real estate transaction that turns into a hostile possession of the manor house , he temporarily loses his mind , leaving his family but not the farm .",0
"sandra bullock , despite downplaying her good looks , carries a little too much ain't- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff .",1
"when her girlfriend decides to move away and lucy can't find the courage to go with her , she winds up in bed with her best friend from high school , dante .",0
"but seemingly coming to her rescue is isabelle ( tina krause ) , a mysterious and voluptuous woman who offers her food and shelter .",0
"albert is goaded by the other prisoners in the cells around him into telling the story ( in flashbacks ) of what happened when he encountered prisoner mark david chapman , the man who killed john lennon .",0
"the gang breaks their leader out of jail , killing the policemen in the process .",0
"enigma is anything but enigmatic about affairs of the heart , and is well worth seeing for its elective affinities alone .",1
stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation .,1
"this spawn of william shakespeare and ray kroc has more fun with [the] thin premise than you might expect , mostly because of maura tierney .",1
"after collateral damage , you might imagine that most every aggrieved father cliché has been unturned . but no .",1
it's a terrific american sports movie and dennis quaid is its athletic heart .,1
"there's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it's a movie that emphasizes style over character and substance .",1
"if you're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , i have just one word for you - decasia",1
"fearful of the repercussions on his already messed up life , greg flees the scene and manages to hide his clunky damaged truck on the nearby overgrown farm of martha thompson , an aging grouchy widow who lives by the scriptures , ideas of traditional family and her trusty shotgun .",0
"oliveira trusts the intelligence of his audience . . . in the life of the city he suggests the ongoing life of humanity , the context in which individual mortality must be contemplated .",1
"hatosy establishes himself here not only as the bona fide star of this little ensemble film , but also as a talent to be watched .",1
"the company offered "" ice in an hour "" delivery and ice-related accessories , like tongs , buckets and gourmet ice .",0
this is a true documentry of art versus money-driven media conglomerates .,0
the only thing i laughed at were the people who paid to see it .,1
"rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding .",1
"this documentary follows a business partnership between a clan of palestinian fisherman from refugee camps in gaza and israelis from the settlement of dugit , gaza strip .",0
"red and the boys embark on a road trip across the country , en route to a duct tape festival in the usa , where they intend to win first prize by creating a sculpture made of at least 50% duct tape .",0
"this is one of the most visually stunning and thematically moving epics in recent memory , and in spite of numerous minor flaws , scorsese's best in more than a decade .",1
"try as he might , the roguishly handsome cliff starkey , just can't keep out of trouble .",0
"what jones needs , however , is not to be cured - but to be accepted for what and who he is .",0
"john , and world-famous ice skating star , elena , are about to sign divorce papers when they realise that , in spite of everything happening around them , their love is worth fighting for .",0
"though the dutchman is white , he has been found to be a reincarnated king in the west african nation of ghana - his wife's homeland .",0
it all drags on so interminably it's like watching a miserable relationship unfold in real time .,1
the trials of henry kissinger is a remarkable piece of filmmaking  because you get it .,1
"welcome to peoplemovin . com , a leader in america's transient workforce , more commonly known as temporary employment .",0
"femme fatale is not the director's best work ever , but it is as good as we've seen him be in much too long a time .",1
"every joke is repeated at least four times . every joke is repeated at least four times . every joke is repeated at least--annoying , isn't it ?",1
the action sequences are fun and reminiscent of combat scenes from the star wars series .,1
"a civil war veteran , turned winchester guns spokeman , the captain woodrow algren , arrives japan in the late 1870s to train the troops of the emperor meiji , as a part of break away from the long-held tradition of relying on employed samurai warriors to protect territories , as meiji&#180 ; s new army prepares to wipe out the remaining samurais .",0
"the phantom , feeling betrayed , kidnaps christine and brings her to his lair where he plans to make her his eternal bride .",0
"set in san francisco , this is the story of a mysterious immortal tibetan kung fu master ( yun-fat ) , who has spent the last 60 years traveling around the world protecting an ancient scroll , who is now mentoring a street kid ( scott ) in the wonders of his ancient ways . . .",0
"' . . . young , savvy cinematic sensibility framed by the limitations of a conservative , unrelenting culture . '",1
"insomnia does not become one of those rare remakes to eclipse the original , but it doesn't disgrace it , either .",1
"it's a talking head documentary , but a great one .",1
"having given permission to male nurse greg focker to marry his daughter , ex-cia man jack byrnes and his wife travel to detroit to greg's parents , who this time around are mr . and mrs . focker , who are as different from them as can be .",0
"essentially , noyce just wants to tell a good story , which he does .",1
"the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it doesn't go too much further .",1
"as elegantly crafted as it often is , anderson's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",1
"watching e . t now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .",1
calendar girls is about the women of the rylstone women's institute in north yorkshire .,0
"'bloody magic' is the story of zack , an eleven year old school boy , who's family is visited by three debt collectors .",0
"leading his army of women into the surrounding mountain glens , dionysus casts a spell on the city's females , who abandon their husbands and fathers in order to engage in forbidden revels .",0
what a pity . . . that the material is so second-rate .,1
"eva is an accidental witness of the death of a young girl , even more : she's got it all on tape .",0
"he finds a level of comfort in his old skin , and is able to finally get some sleep .",0
"if you're looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film .",1
"approaching his 18th birthday , david drops out of school and runs away from home and from a conflicting relationship with his mother elena .",0
"a solid , psychological action film from hong kong .",1
"returning aggressively to his formula of dimwitted comedy and even dimmer characters , sandler , who also executive produces , has made a film that makes previous vehicles look smart and sassy .",1
"'i capture the castle' is based on the dodie smith novel which was published in 1948 , before she wrote 101 dalmatians .",0
"hoffman spends a good deal of screen time alone and without much dialogue , using only his considerable physical skill and screen presence to pull off the role .",1
"set in the rural landscape of iceland , she faces serious obstacles over the course of the summer that challenge her to find her own resourcefulness , and ultimately her independence .",0
august -- a pupil of ingmar bergman's -- manages to tell a tragic tale while avoiding the heavy-laden angst of a bergman film .,1
"outside a storm rages and when the power goes out , darkness envelops the house .",0
"nothing works until jonathan falls for cammie giles , the ward activities director .",0
"the you-are-there style ultimately enhances abc africa's ability to get inside the soul of uganda , and of the viewer .",1
"not only is it hokey , manipulative and as bland as wonder bread dipped in milk , but it also does the absolute last thing we need hollywood doing to us : it preaches .",1
"the story may not be new , but australian director john polson , making his american feature debut , jazzes it up adroitly .",1
"after he's dumped on valentine's day by mallory , his girlfriend of three years , charlie finds himself obsessed and unable to live a normal life without her .",0
"in these modern times where phrases like "" two income families "" are the norm , is it wrong for a woman to want to stay home and raise a family ?",0
"what makes the film special is the refreshingly unhibited enthusiasm that the people , in spite of clearly evident poverty and hardship , bring to their music .",1
. . . the movie just seemed to be trying too hard to be something different . .,1
"professionally speaking , it's tempting to jump ship in january to avoid ridiculous schlock like this shoddy suspense thriller .",1
"for those with the stomach and stamina for its heartbeat-quickening intensity and body-slamming action , rollerball delivers exactly what it promises : a people's hero you can really get behind .",1
"tadpole may be small , but it's something special -- a cheeky comedy knockout .",1
"this extremely unfunny film clocks in at 80 minutes , but feels twice as long .",1
"martin and barbara are complex characters -- sometimes tender , sometimes angry -- and the delicate performances by sven wollter and viveka seldahl make their hopes and frustrations vivid .",1
murderous maids pulls no punches in its depiction of the lives of the papin sister and the events that led to their notorious rise to infamy . . .,1
during the course of a single day all three will be faced with the difficult choice of choosing which path they will go down in life .,0
proof that a newcomer indie filmmaker can infuse some new life into the downtrodden loser character study .,1
"i walked away not really know who "" they "" were , what "" they "" looked like . why "" they "" were here and what "" they "" wanted and quite honestly , i didn't care .",1
"a sweet , tender sermon about a 12-year-old welsh boy more curious about god than girls , who learns that believing in something does matter .",1
"scherfig , who has had a successful career in tv , tackles more than she can handle .",1
"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane .",1
"a lowly thug , gigli ( ben affleck ) , is assigned to kidnap the psychologically challenged younger brother of a powerful federal prosecutor to save his mobster boss from incarceration .",0
"his good looks , charm and overwhelming confidence captured the eye of screen legend norma shearer , who offered him a film role .",0
"nair's attention to detail creates an impeccable sense of place , while thurman and lewis give what can easily be considered career-best performances .",1
"while grieving along with her parents and drawn into legal issues presented by a district attorney seeking justice for the family , he finds himself falling in love with another woman , against his own best intentions .",0
"seeking refuge in his past , the murderer contacts his estranged brother and falls in love with his brother's wife , gypsy . . .",0
"boromir ( sean bean ) is dead , frodo baggins ( elijah wood ) and samwise gamgee ( sean astin ) have gone to mordor alone to destroy the one ring , merry ( dominic monaghan ) and pippin ( billy boyd ) have been captured by the uruk-hai , and aragorn ( viggo mortensen ) , legolas ( orlando bloom ) , and gimli ( john rhys-davies ) have made friends of the rohan , a race of humans that are in the path of the upcoming war , led by its aging king , th&#233 ; oden ( bernard hill ) .",0
the dialogue is very choppy and monosyllabic despite the fact that it is being dubbed .,1
william baldwin and jodi lyn o'keefe of 'halloween : h20' fame are both set to star in a new movie playing as brother and sister who travel to their family's ancestral mansion after their father's death .,0
he works as an illustrator at a news paper and his life is pretty okay .,0
"a laboratory accident exposes bruce to both the radiation and the nanomeds , these combine with his unique genetics to unleash the hulk .",0
rewarding for its brash originality and daring in etching a portrait of a man who refuses to take life's disappointments lying down .,1
the chateau cleverly probes the cross-cultural differences between gauls and yanks .,1
'the count of monte cristo' is a remake of the alexander dumas tale by the same name .,0
makes the sweet case that sincerity strikes the biggest romantic sparks .,1
"the following morning , cadmus discovers the terrible aftermath : the still-raving agave dancing through the woods , her dead son's head clutched in her hands .",0
"while enders is initially frustrated with his assignment , his respect grows as the codetalkers prove their worth in the brutal battle to take saipan .",0
"problem is , 18-year-old christina lombardo doesn't want her help .",0
"[javier bardem is] one of the few reasons to watch the film , which director gerardo vera has drenched in swoony music and fever-pitched melodrama .",1
"witty , charming , ultimately empathetic portrait of a once-upon-a-time industry titan .",1
and then the teenage kim arrives out of the blue looking for shelter and work - but what is she trying to hide ?,0
"resident evil is what comes from taking john carpenter's ghosts of mars and eliminating the beheadings . in other words , about as bad a film you're likely to see all year .",1
. . . watching this film nearly provoked me to take my own life . and if the hours wins 'best picture' i just might .,1
"she has to work in an other run down bar , with no chance to perform her songs .",0
there ain't a lot more painful than an unfunny movie that thinks it's hilarious .,1
"one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them .",1
"through simon , patricia strengthens her self-confidence to finally quit chicago .",0
"although disney follows its standard formula in this animated adventure , it feels more forced than usual .",1
"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .",1
his mother demands that he quickly make up for the lost money by committing an ill conceived and dangerous robbery .,0
the others quickly conclude that the extreme circumstances of the accident were what caused love to bloom .,0
four friends journey down life's paths to find out whether god or society has the right to decide the good or the evil .,0
the problem is he's trying to be everything he's not .,0
"the hunt is on as the killers ruthlessly stalk the teacher and students through the school's halls and classrooms , while lamb tracks them on the surveillance cameras , turning the school's security system against his prey .",0
"tavernier shows us , in more ways than one , that le ciné ma de qualité lives on .",1
"maggie's daughter is kidnapped , forcing father and estranged daughter to work together to get her back .",0
"during world war ii and the era of staunch racial segregation , a black carpenter's son named vivien thomas , who had a talent for surgery , along with a white surgeon named dr . alfred blalock , who defied the medical establishment created a partnership that changed the course of cardiac surgery .",0
"with only a high school diploma , thomas became a leading cardiac pioneer and educator of two generations of the united states' premiere heart surgeons .",0
he is haunted by the ghost of his deceased brother paul who guides him toward his salvation .,0
this is one of the outstanding thrillers of recent years .,1
"when the baby comes back in 1991 as a 17 year old delinquent , sepideh , the warden respects mitra enough to protect the girl .",0
"well as a hero in the guise of prince charmont , whom ella falls in love with .",0
"all are endeavoring to remove the stones that insistently appear in their path or , worst , that are in their shoes .",0
"ahas , son from a poor family , in his inner struggles , joins the troop of his classmates and heads for the front .",0
". . . although this idea is "" new "" the results are tired .",1
"you can see where big bad love is trying to go , but it never quite gets there .",1
"immediately they are further sent to romulus , where a new praetor , shinzon , a half-reman cloned from captain picard , appears to want peace with the federation .",0
"bogs down badly as we absorb jia's moody , bad-boy behavior which he portrays himself in a one-note performance .",1
goes some way towards explaining how the tragedy occurred and its enduring legacy today .,1
"when the singing veggies encounter some car trouble , they're stranded at old , rundown seafood joint where nothing is quite as it seems .",0
uneven but ultimately appealing satire of the dreck we call white man's rap music . some good performances and an often goofy script make for a generally good time .,1
"amidst the la-freaks , hollywood wannabes , and outrageous gym culture of los angeles , the now determined bodybuilder struggles to preserve an integrity of the mind , body , and spirit that is so apparently void in this strange new land .",0
"rather than spreading good cheer , the duo's motive is to rob each establishment , a strategy that becomes complicated when they encounter a precocious 8-year old that teaches them the true meaning of christmas .",0
"blade then tenuously enters into an alliance with the bloodpack , an elite team of vampires trained in all modes of combat to defeat the reaper threat .",0
"this documentary by stacy peralta makes a convincing case on behalf of skateboarding , of all things , as a catalyst for this change , and for some delinquent youths in a derelict los angeles neighborhood as its agents .",1
